Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;;;;;;;;;;;;;;;;;
Variável - Área plantada (Hectares);;;;;;;;;;;;;;;;;;;;;;
Cód.;Município;Ano x Produto das lavouras temporárias;;;;;;;;;;;;;;;;;;;;
Cód.;Município;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cód.;Município;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar
3520301;Iguape (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3520400;Ilhabela (SP);2;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;...;...
3520442;Ilha Solteira (SP);-;-;-;-;692;1519;3587;5469;32218;32533;31608;70560;56253;52462;58281;52777;86869;81384;87040;103997;114512
3520509;Indaiatuba (SP);-;-;5363;6120;6144;6700;8400;6864;7026;6724;6742;8424;7056;10720;11732;10120;11880;16352;11850;13272;13440
3520608;Indiana (SP);-;-;-;-;-;-;-;-;208;231;256;291;296;266;237;287;350;363;332;332;295
3520707;Indiaporã (SP);-;-;-;574;641;-;-;441;2953;2784;6400;9000;13992;18816;11550;16224;15120;30627;34000;29200;28000
3520806;Inúbia Paulista (SP);2890;4006;5145;4278;3054;1693;6480;6721;7975;10628;9592;11511;15806;15287;12796;14316;14350;13798;13511;11500;10935
3520905;Ipaussu (SP);12577;17435;21481;27840;29280;23362;27216;35000;32400;30960;36000;38000;50000;48800;61000;57120;68202;81900;68040;78840;110420
3521002;Iperó (SP);642;1212;1463;1654;1646;1427;1602;1613;1613;5250;3240;3240;-;6268;7835;7550;5841;9260;-;4569;5296
3521101;Ipeúna (SP);5620;7790;9240;8255;8840;7004;11340;9216;11404;8400;11466;11466;18625;24219;14005;20709;20585;22947;27118;25260;28952
3521150;Ipiguá (SP);535;742;213;255;1508;1923;1490;4807;3840;6275;6800;10800;11024;15834;12776;15725;14553;14553;14553;12394;17910
3521200;Iporanga (SP);-;-;-;-;-;-;-;-;-;-;3;5;-;96;105;123;123;114;21;21;42
3521309;Ipuã (SP);26403;47482;60940;63199;74649;58814;100440;87885;72819;100422;87645;113400;123827;120960;123200;123200;142419;152096;139574;157500;210000
3521408;Iracemápolis (SP);12845;18028;21329;21663;24838;21815;24786;24045;21420;27671;31617;39967;45339;39561;48598;42687;51224;49033;38892;47006;50132
3521507;Irapuã (SP);4282;5935;6345;7288;4956;6775;14812;8640;15048;14546;19636;30610;43678;40928;33721;35568;55753;63403;55242;61445;79451
3521606;Irapuru (SP);-;-;422;444;703;2573;17018;18972;21133;29861;26950;36960;22257;15221;14820;15079;17955;15455;16306;20640;20503
3521705;Itaberá (SP);...;-;-;-;-;-;-;315;90;3;-;3146;5990;1960;1596;1634;-;-;-;-;-
3521804;Itaí (SP);6244;18548;31994;24150;32025;29074;42768;47520;45220;40920;50160;81840;62040;124000;84000;120000;89600;91000;48600;78750;88875
3521903;Itajobi (SP);13558;20445;23462;32684;22225;33655;37485;27360;58320;56840;59040;86984;113933;121764;113723;118674;126961;113434;134309;123102;174541
3522000;Itaju (SP);-;5144;6338;4992;4992;7699;16038;26502;8640;11462;16266;34411;26598;20785;17131;21633;28990;31880;24596;25232;25988
3522109;Itanhaém (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-
3522158;Itaoca (SP);-;-;-;-;-;-;-;-;-;-;18;16;141;3;-;36;45;47;46;1125;188
3522208;Itapecerica da Serra (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3522307;Itapetininga (SP);3568;2349;7618;6589;10554;10863;26400;22618;32482;48672;36886;42570;46669;81838;65378;60480;55792;43880;39677;33874;36163
3522406;Itapeva (SP);2747;4155;4692;3784;4508;7259;10182;19250;21000;192000;2280;3120;27225;29250;-;12000;14532;14560;12936;14400;24834
3522505;Itapevi (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3522604;Itapira (SP);18063;26708;30851;35100;44550;39251;51300;48098;39958;39958;19359;28107;25197;25350;24098;22262;27757;21565;17401;23608;21783
3522653;Itapirapuã Paulista (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;30;35;12;58;675;113
3522703;Itápolis (SP);22407;31061;36869;52581;38080;45845;57720;46080;84000;78880;81600;119520;176115;194565;140994;131922;148962;164010;184320;182655;186328
3522802;Itaporanga (SP);-;-;-;-;-;-;-;1800;1568;-;2016;2974;2860;1260;490;829;-;-;472;-;-
3522901;Itapuí (SP);10918;15135;24376;22302;18585;24229;26948;43428;15300;11262;22100;46750;38652;29107;29122;28867;38683;38474;30126;32764;31742
3523008;Itapura (SP);285;-;-;-;0;2415;2980;2930;5994;21846;26522;73500;39270;32591;29789;40442;60256;65199;60800;62770;74216
3523107;Itaquaquecetuba (SP);2;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3523206;Itararé (SP);-;-;-;-;-;-;-;-;-;-;345;742;-;-;-;-;-;-;142;144;260
3523305;Itariri (SP);-;-;-;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-
3523404;Itatiba (SP);-;-;-;-;-;-;-;-;696;1400;1400;2657;3120;528;2784;1292;480;488;498;498;380
3523503;Itatinga (SP);-;-;-;-;-;-;-;2064;1440;2574;2688;2688;6270;8246;10260;10327;14400;16800;61640;38745;38745
3523602;Itirapina (SP);7933;10997;4825;6246;6750;5636;4412;4800;13328;13419;13419;14413;19045;31510;22121;31526;33146;37332;33154;34598;38189
3523701;Itirapuã (SP);-;-;-;-;-;-;-;-;352;328;370;390;464;540;969;1369;1850;2979;3816;3618;3883
3523800;Itobi (SP);2141;3561;4388;5120;4800;5607;6739;6240;6221;6221;5152;6221;10764;8145;8460;2080;1760;1760;2240;10150;10498
3523909;Itu (SP);1245;2077;1493;1499;1505;1641;1590;1782;1721;3857;4477;5427;4958;8280;5841;7920;6930;9072;10665;12443;8516
3524006;Itupeva (SP);12;17;43;55;57;64;91;30;35;420;459;459;417;417;28;46;58;33;24;26;27
3524105;Ituverava (SP);16498;28885;33517;30353;54122;52631;75816;126000;127890;149836;130772;169200;215730;216120;209000;209000;256704;274146;251577;302813;403750
3524204;Jaborandi (SP);18839;30353;37173;40043;43920;41002;62125;44906;34700;58750;69264;64432;71025;80475;77010;86340;105856;96515;101695;109260;114518
3524303;Jaboticabal (SP);53520;74190;109692;119592;82836;104561;89600;108000;110160;120080;179860;303141;226688;201089;296636;252714;316056;334155;308229;312533;391570
3524402;Jacareí (SP);-;37;-;22;-;-;-;-;-;42;42;48;80;-;-;-;-;-;26;26;28
3524501;Jaci (SP);86;-;-;-;1833;4106;14000;17360;12667;17069;17680;28081;28664;32311;21910;29377;45438;56519;42424;40502;45477
3524600;Jacupiranga (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2
3524709;Jaguariúna (SP);2241;2718;3656;3120;5548;7885;3370;4800;5832;6300;3276;12407;14160;15416;12465;14641;14320;10000;8000;8000;14000
3524808;Jales (SP);-;-;-;-;-;-;-;522;-;2654;7507;8280;12659;14334;15805;21679;27382;29086;34165;38052;42008
3524907;Jambeiro (SP);32;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-
3525003;Jandira (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3525102;Jardinópolis (SP);39962;48471;68253;68320;55200;68850;98560;80964;90944;128226;83854;80058;120244;131239;148462;118511;158760;158760;142652;216000;234778
3525201;Jarinu (SP);335;464;571;506;563;454;570;435;495;495;215;81;42;42;59;62;78;87;78;85;91
3525300;Jaú (SP);49506;74190;95828;71040;59200;80910;65600;144648;61992;63486;98770;201025;156045;125943;113327;120542;172502;166045;160505;168573;165000
3525409;Jeriquara (SP);3390;4699;5789;6930;5760;10701;14760;12960;11400;8400;12862;11760;10049;12859;9690;12821;18750;18000;19504;19872;19136
3525508;Joanópolis (SP);-;-;51;32;50;58;77;77;72;72;95;281;-;-;-;-;-;-;-;-;-
3525607;João Ramalho (SP);3211;5935;7313;6540;4179;8576;10263;10453;19864;34143;43347;79121;66584;81250;90345;111719;131488;143875;51856;51856;64334
3525706;José Bonifácio (SP);178;198;2681;2886;2475;6626;3888;21700;21600;55080;79560;106920;114712;151692;100109;108180;192192;206858;166698;164632;207360
3525805;Júlio Mesquita (SP);-;-;-;-;-;-;-;1050;336;469;-;874;698;1080;1372;3790;3046;3435;3435;-;-
3525854;Jumirim (SP);642;890;1097;936;1008;1130;1248;420;1584;315;572;572;1508;1934;1905;2266;2600;2628;1800;2090;3247
3525904;Jundiaí (SP);-;-;61;54;56;60;80;58;66;-;64;-;-;-;-;-;-;-;-;-;-
3526001;Junqueirópolis (SP);250;346;801;4364;8988;14514;25840;48172;34396;34396;96000;89250;106426;111524;80517;130830;96773;118580;114660;107062;116742
3526100;Juquiá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526209;Juquitiba (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3526308;Lagoinha (SP);-;-;-;-;-;-;-;12;-;-;837;222;-;-;-;-;24;32;61;45;-
3526407;Laranjal Paulista (SP);2747;-;5606;5382;4968;5841;8892;8820;7616;7920;17280;15120;31005;19699;...;-;26000;26280;24400;2312;2708
3526506;Lavínia (SP);7355;-;9141;12090;9608;15089;18225;19040;44800;51480;66000;114800;92446;76011;71459;69761;101608;89102;112840;112840;146510
3526605;Lavrinhas (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526704;Leme (SP);21408;33633;46372;48348;39843;47715;55212;64233;64447;205619;54168;87840;77958;87560;65010;109926;115265;121471;118811;125353;168225
3526803;Lençóis Paulista (SP);42816;74190;98663;98970;83440;97272;129600;122774;131670;131670;97569;201792;253938;224214;121716;115340;160735;239498;201552;201552;207200
3526902;Limeira (SP);18732;25967;31994;32480;37240;30632;43092;35840;38570;38954;50867;68070;77274;53076;53190;55461;80640;74278;70672;76886;60091
3527009;Lindóia (SP);37;52;64;55;64;93;91;58;104;112;54;34;39;60;42;43;51;51;51;51;119
3527108;Lins (SP);10561;17113;21950;28884;23925;23395;39160;34020;34992;38400;53391;59274;-;118414;114192;124800;179599;160983;198030;149963;125580
3527207;Lorena (SP);...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527256;Lourdes (SP);2229;3569;5979;5799;3361;3949;4810;7806;12982;14133;16670;19808;16874;13908;8403;9918;15210;13596;14285;1331;14442
3527306;Louveira (SP);-;-;-;-;-;-;-;-;-;...;-;63;65;40;57;51;63;64;66;66;56
3527405;Lucélia (SP);5120;7098;14246;13582;12211;13873;20219;22385;19174;24625;27405;26208;27242;43988;29873;32084;32856;33248;31471;34086;35995
3527504;Lucianópolis (SP);-;-;-;-;-;350;1200;840;778;743;864;912;1200;4880;1464;2029;1924;1688;2016;1725;2339
3527603;Luís Antônio (SP);33967;42931;51799;52948;41216;57170;75233;83592;83374;82721;78425;69712;117744;150401;129767;135814;140384;224400;187000;178500;242522
3527702;Luiziânia (SP);1561;2164;2986;3546;5065;4181;6318;11832;8080;8080;11217;17010;20477;15253;14294;16001;25469;25069;25165;21795;25289
3527801;Lupércio (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527900;Lutécia (SP);2185;3634;4479;2504;3135;4189;7182;9240;19920;15167;19256;25385;34957;48554;53989;53612;59948;46778;56295;38213;41760
3528007;Macatuba (SP);16654;23086;36366;38313;35462;41518;50194;46273;58612;57490;44870;73558;92005;80563;45609;47409;61620;96019;100256;100256;88224
3528106;Macaubal (SP);-;547;609;1200;805;2249;4666;5400;5346;24480;26640;41120;43327;37730;27312;20305;28209;33663;31249;31584;34560
3528205;Macedônia (SP);-;-;-;-;784;-;-;552;4954;7500;23100;12600;15900;16200;21000;21840;26460;36920;47600;37296;33600
3528304;Magda (SP);2899;1350;1216;1116;8181;1707;13219;16184;7344;10655;24480;52777;39504;47922;48874;36748;19808;75572;70080;77110;72816
3528403;Mairinque (SP);-;45;55;47;202;123;122;-;123;-;-;-;-;-;-;-;-;-;-;-;-
3528502;Mairiporã (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3528601;Manduri (SP);-;-;1219;1446;763;709;2800;1490;2837;2983;2154;4139;3666;17100;14080;15820;18302;20783;20783;18449;21062
3528700;Marabá Paulista (SP);2355;-;4906;2956;2860;1869;14645;8889;21256;21256;55352;79228;58282;49921;91800;68412;94369;74071;63226;73124;78480
3528809;Maracaí (SP);18732;33386;41321;47213;38090;44636;63000;51309;49528;47918;56286;94217;79507;81060;73737;86535;90720;96814;88218;88841;87841
3528858;Marapoama (SP);3051;4542;5597;7000;4760;7242;7347;5184;8400;8120;10800;18592;22016;22174;18277;23676;21016;27316;34813;37635;41611
3528908;Mariápolis (SP);-;-;-;-;-;1407;3360;1519;1479;4343;2800;4435;4578;5210;3063;3788;3751;3872;4119;3545;3691
3529005;Marília (SP);-;-;-;-;-;-;-;294;252;6930;14000;12250;15495;14300;14560;12740;13650;31200;20160;19530;16683
3529104;Marinópolis (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;1482;1546;1607;1956;2107;2069;1771;1989
3529203;Martinópolis (SP);4282;-;7313;17375;23850;24781;36909;36936;31050;34155;38295;99101;93716;65199;73638;163021;198379;20252;19332;19332;230218
3529302;Matão (SP);19232;-;33597;45703;47893;34009;20727;42328;29195;...;60107;68695;76957;60760;66030;34506;98000;103862;121000;104704;116800
3529401;Mauá (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...
3529500;Mendonça (SP);1711;-;2922;3146;2282;4141;5693;8091;9180;16218;16830;26730;27284;33910;27505;31993;41245;47300;39560;29653;36922
3529609;Meridiano (SP);248;-;128;115;126;140;1620;7920;10717;11160;19600;15750;15900;20160;22500;23400;24300;30988;45518;32758;39935
3529658;Mesópolis (SP);-;-;-;-;-;-;-;-;1656;25488;38025;33396;31044;24821;21216;28179;28939;34824;33688;36620;42150
3529708;Miguelópolis (SP);26760;37095;45705;40500;45750;53214;104320;164500;112230;133178;122494;165519;200810;172843;185287;164781;213347;228746;209914;270898;361197
3529807;Mineiros do Tietê (SP);17662;21762;26509;21120;17600;22945;30800;36960;20117;19008;27456;58080;37170;34987;32680;37924;50876;48666;41123;43629;41564
3529906;Miracatu (SP);-;-;-;-;-;-;-;-;...;-;-;...;-;-;-;-;-;-;-;-;-
3530003;Mira Estrela (SP);-;-;-;-;-;-;-;518;313;893;1728;1944;2714;3509;4800;6240;6480;8520;10200;8880;8400
3530102;Mirandópolis (SP);5762;-;11084;11118;9244;10415;18018;15725;15288;15444;27924;60961;70212;62956;82409;104235;134355;92285;133852;110608;148335
3530201;Mirante do Paranapanema (SP);-;-;2422;-;-;409;4077;3243;4350;4350;20680;33881;40317;47929;76657;77242;119074;91293;48298;108327;122100
3530300;Mirassol (SP);428;445;1706;1837;1523;5324;5920;8370;11472;13725;13328;21168;25576;28381;34826;35058;44283;50476;40978;42562;44737
3530409;Mirassolândia (SP);-;-;-;1704;1987;2307;3668;3249;5280;5280;13320;12600;16960;17909;17909;20420;19560;24750;19250;82875;22989
3530508;Mococa (SP);13558;16943;23157;30840;22676;26489;56000;33600;45441;45441;31360;45441;86580;75425;77672;108225;81585;91575;113220;105640;128122
3530607;Mogi das Cruzes (SP);-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-
3530706;Mogi Guaçu (SP);8777;13849;17063;21120;23760;18690;20755;24960;35640;35640;38412;58432;52620;62283;52320;55682;51013;60606;34703;37312;57450
3530805;Mogi Mirim (SP);6708;9298;11457;12783;16335;12616;14580;17199;14288;14288;20777;27888;25001;32579;32200;31321;42379;45263;33453;21929;31676
3530904;Mombuca (SP);5798;8037;10665;12250;10675;12411;10530;13520;10400;16813;22038;27400;35134;30841;22724;28641;30356;36963;36510;40736;37299
3531001;Monções (SP);...;-;229;-;-;-;6000;4329;5075;28880;31743;15092;15930;13375;25614;39528;20312;12595;8419;9417;11753
3531100;Mongaguá (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3531209;Monte Alegre do Sul (SP);54;158;-;-;-;-;113;352;356;385;200;347;434;445;391;348;273;298;180;180;315
3531308;Monte Alto (SP);8871;12297;16161;18564;12624;17737;17626;21760;20995;19116;19912;19913;28044;46598;33755;31391;42700;60000;55296;53136;54288
3531407;Monte Aprazível (SP);2230;2226;7008;16800;12880;16354;51322;45700;47113;59364;64602;98379;91434;86750;76507;73780;72400;98496;83097;89600;92160
3531506;Monte Azul Paulista (SP);4716;7853;11883;11933;8058;15284;21470;13122;16062;22137;31695;32461;40339;36397;40098;41591;59950;68563;71123;57299;54147
3531605;Monte Castelo (SP);-;-;-;-;-;-;69;1919;15977;15977;21655;21655;26682;26736;19578;34763;42946;39638;33810;34937;40359
3531704;Monteiro Lobato (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;...
3531803;Monte Mor (SP);-;6232;33517;18000;8190;7972;20736;18480;18144;18144;...;23184;2318;26375;32376;29000;56;44800;44100;44100;46200
3531902;Morro Agudo (SP);97406;154315;182820;225990;245520;223305;247082;266910;297540;316640;276354;357561;430020;425898;375375;418000;501221;550969;506482;571725;762300
3532009;Morungaba (SP);-;-;-;-;-;-;-;-;-;-;1050;1280;1254;1371;905;32;24;7;7;7;13
3532058;Motuca (SP);22992;30270;32725;50055;53686;39274;38560;45667;26775;51030;51800;59200;47985;46004;46004;58548;55680;58392;61024;64178;69757
3532108;Murutinga do Sul (SP);-;-;213;-;-;1135;2400;5600;5800;7577;9280;16324;13645;16944;9162;9275;10010;93904;10850;22320;23613
3532157;Nantes (SP);3607;9459;8775;14688;9384;12500;20128;15873;24323;22883;29050;38046;41437;15425;17151;19679;24067;34884;25943;25943;33593
3532207;Narandiba (SP);-;692;1066;1925;3699;6195;11844;36936;37260;59400;68400;108500;118604;105618;85206;115666;104398;95295;70775;70775;149597
3532306;Natividade da Serra (SP);179;248;-;-;-;167;14;35;188;188;190;216;-;96;51;-;-;-;-;-;-
3532405;Nazaré Paulista (SP);16;-;55;37;50;49;48;50;71;71;92;256;42;76;105;273;348;405;314;326;340
3532504;Neves Paulista (SP);321;594;731;960;736;1635;14800;14880;12960;26010;28305;43403;42178;35539;28690;33201;45976;54720;52616;42502;42624
3532603;Nhandeara (SP);1070;1632;213;240;6808;11681;12960;19530;30861;47151;52731;78125;72386;54860;44249;65649;71650;75133;73331;65424;58400
3532702;Nipoã (SP);1142;989;2925;7200;7360;14017;23360;14880;14688;20930;23562;33565;32188;26846;27670;25296;27581;31691;31597;25114;25200
3532801;Nova Aliança (SP);-;-;366;394;1142;7510;7585;26040;21600;25398;26316;41796;43655;43664;37730;42952;64827;68720;52383;51450;52416
3532827;Nova Campina (SP);-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;12
3532843;Nova Canaã Paulista (SP);-;-;-;-;-;-;-;1050;945;2842;2273;3432;2801;3238;2831;4409;5348;5584;7536;7019;9600
3532868;Nova Castilho (SP);937;198;1176;780;3070;1606;14400;15050;613;14850;16200;25200;17047;18713;17172;14247;15297;17583;16397;26380;18683
3532900;Nova Europa (SP);9277;12860;14181;12566;16380;18304;28499;21016;12283;12283;23800;27501;42768;44082;44082;35550;38813;41467;29546;41291;46168
3533007;Nova Granada (SP);874;2424;7130;7020;4761;9856;12150;14369;16200;16200;34425;41310;56008;64974;112000;75225;80808;69300;74550;61632;94800
3533106;Nova Guataporanga (SP);-;-;-;-;486;584;215;301;1199;1199;1554;1554;1583;2268;1658;2053;2815;4599;4297;4365;4447
3533205;Nova Independência (SP);-;-;-;-;-;892;14256;12320;13200;38478;38160;66150;47305;37729;30009;31679;44590;38144;47132;48484;64185
3533254;Novais (SP);4995;12860;17094;18401;16184;26713;18200;17612;18870;29322;27036;34952;45633;32850;19744;20461;18389;25830;23306;25309;29796
3533304;Nova Luzitânia (SP);1049;1745;2572;2270;2208;2430;3443;3720;4236;4987;6183;7718;6569;5930;2865;5873;9061;9847;8769;10005;12461
3533403;Nova Odessa (SP);2890;4006;4936;4860;4860;4731;5249;5184;5249;10526;...;7452;7452;12825;13500;18090;18300;18300;19200;9333;-
3533502;Novo Horizonte (SP);12845;42322;65511;76157;51787;66516;102372;46080;99600;99600;101520;147906;199584;166082;161505;196047;248767;252900;216047;198314;262752
3533601;Nuporanga (SP);20854;28077;41907;37135;44160;41664;50435;52287;44723;59285;63249;81835;98850;98850;114057;114057;132099;126685;114650;138000;184000
3533700;Ocauçu (SP);-;-;-;-;-;-;-;5506;4719;4884;4791;5180;4586;10400;11200;11200;12000;12342;11519;7504;11213
3533809;Óleo (SP);500;801;395;1110;569;511;2503;1360;1920;2052;1680;3213;3648;12150;19125;29606;34250;38894;36733;28832;26864
3533908;Olímpia (SP);24976;39568;54846;62640;65880;63015;91350;91602;58915;59940;130832;133308;149153;193140;172838;195210;223290;246420;227815;251204;261453
3534005;Onda Verde (SP);8548;13542;16685;12000;9200;14601;13770;13020;24990;24990;36000;29151;45685;72509;38520;34111;44761;45467;30930;40928;56149
3534104;Oriente (SP);-;-;-;-;-;-;-;-;12000;14520;12600;11200;10271;16640;17920;17920;19200;18560;18560;18560;13000
3534203;Orindiúva (SP);12293;24526;31492;28411;21276;34951;40091;39646;36465;36465;57600;77400;93704;50420;50420;34800;60075;91454;111704;100044;73828
3534302;Orlândia (SP);20293;33106;42658;27367;48346;47015;52196;57638;47757;52844;56343;72900;76896;82620;74250;67375;90538;96690;89726;97200;129600
3534401;Osasco (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3534500;Oscar Bressane (SP);-;-;-;-;-;-;-;269;284;961;1219;1608;1387;1154;1283;3978;9159;9135;7586;5116;6380
3534609;Osvaldo Cruz (SP);107;134;268;2725;2268;706;5832;6417;6521;9307;11655;13986;13799;17031;15414;15916;16298;16878;18451;12878;12985
3534708;Ourinhos (SP);15164;16816;25900;24679;25956;25114;52325;32340;53460;51084;60300;63650;70975;61732;87871;54264;67392;66800;75040;89512;106408
3534757;Ouroeste (SP);602;835;914;820;1898;1001;5985;3933;6698;6975;16672;17213;20273;18360;27750;28860;29970;40404;62220;54168;52500
3534807;Ouro Verde (SP);-;-;-;-;3360;5213;6288;19983;21279;21279;32625;33684;44712;44680;36166;28894;42144;49000;42780;44450;47887
3534906;Pacaembu (SP);-;-;2187;2297;3374;6004;15552;18972;21737;33739;33495;30307;32431;40129;31293;35495;35011;32943;30037;41280;29616
